age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
34,1.0,346034,13,13,2,6.0,2,1,1,0,0,40,8.0
35,1.0,111499,9,9,1,1.0,1,1,1,0,0,40,1.0
19,1.0,225294,9,9,2,6.0,3,2,0,0,0,40,1.0
47,1.0,181307,10,10,1,5.0,1,1,1,99999,0,60,1.0
51,1.0,123429,9,9,1,9.0,1,1,1,0,0,40,1.0
44,1.0,145160,16,16,1,1.0,1,1,1,0,0,40,1.0
65,2.0,139960,9,9,1,11.0,1,1,1,10605,0,60,1.0
38,1.0,190759,9,9,1,2.0,1,1,1,0,0,42,1.0
42,,85995,9,9,1,,1,1,1,0,0,52,1.0
28,1.0,130856,13,13,1,1.0,1,1,1,0,0,40,1.0
31,1.0,163516,10,10,5,4.0,4,1,0,0,0,40,1.0
51,1.0,163948,11,11,1,12.0,1,1,1,0,0,40,1.0
19,1.0,220819,9,9,2,11.0,3,1,0,0,0,40,1.0
30,1.0,136331,9,9,1,4.0,1,1,1,0,0,40,1.0
28,1.0,167062,10,10,3,4.0,4,1,1,0,0,40,1.0
33,1.0,143851,13,13,2,1.0,2,1,0,0,0,40,1.0
44,1.0,210648,13,13,1,12.0,1,1,1,0,0,40,1.0
18,1.0,401051,6,6,2,5.0,3,1,0,0,0,35,1.0
52,1.0,266529,10,10,1,1.0,1,1,1,0,0,45,1.0
23,1.0,82889,10,10,2,4.0,3,1,0,0,0,16,1.0
37,1.0,172571,9,9,3,7.0,2,1,1,0,0,40,1.0
27,1.0,191230,10,10,2,9.0,2,2,1,0,0,25,1.0
42,2.0,177937,13,13,6,3.0,2,1,1,0,0,45,19.0
20,1.0,373935,9,9,2,9.0,3,1,1,0,0,35,1.0
54,1.0,329733,9,9,2,3.0,4,1,1,0,0,40,1.0
39,1.0,360494,9,9,2,8.0,2,1,1,0,0,40,1.0
28,3.0,154863,5,5,1,2.0,1,2,1,0,0,40,35.0
34,1.0,180284,10,10,1,11.0,1,1,1,0,0,40,1.0
35,4.0,194828,10,10,2,1.0,3,2,0,0,0,40,1.0
24,1.0,51973,13,13,2,1.0,3,1,0,0,0,20,1.0
24,1.0,228686,10,10,2,6.0,2,1,1,0,0,45,1.0
20,1.0,140764,10,10,2,6.0,3,1,0,0,0,20,1.0
57,1.0,562558,9,9,3,4.0,4,1,0,0,0,40,1.0
53,1.0,203967,9,9,2,4.0,2,1,1,0,0,40,1.0
51,6.0,124963,14,14,1,5.0,1,1,1,0,0,40,1.0
61,2.0,171840,9,9,5,1.0,4,1,0,0,0,16,1.0
62,1.0,199193,9,9,1,9.0,1,1,1,0,0,25,1.0
44,1.0,175669,7,7,1,1.0,5,1,0,5178,0,36,1.0
39,2.0,68781,9,9,1,3.0,1,1,1,0,0,40,1.0
38,1.0,289653,13,13,3,5.0,4,1,1,0,0,45,1.0
38,5.0,94559,13,13,1,10.0,5,5,0,7688,0,50,3.0
26,4.0,197156,9,9,3,4.0,3,1,0,0,0,30,1.0
66,6.0,74263,9,9,5,3.0,2,1,1,0,0,86,1.0
46,1.0,266860,12,12,1,3.0,1,1,1,0,0,60,1.0
18,1.0,83451,9,9,2,6.0,3,1,0,0,0,30,1.0
21,1.0,147655,9,9,2,4.0,3,1,0,0,0,40,1.0
46,4.0,54260,13,13,1,1.0,1,1,1,0,0,10,1.0
43,3.0,343068,14,14,3,1.0,2,1,0,0,0,65,1.0
47,2.0,134671,9,9,6,2.0,2,1,1,0,0,40,1.0
56,1.0,178787,9,9,1,9.0,1,1,1,0,0,40,1.0
17,1.0,244523,6,6,2,6.0,3,1,1,0,0,20,1.0
27,1.0,216479,13,13,2,5.0,2,1,0,0,0,40,1.0
66,1.0,175558,4,4,5,6.0,2,1,0,0,0,20,5.0
54,2.0,121761,9,9,1,3.0,1,3,1,0,0,50,3.0
46,3.0,192235,7,7,1,9.0,1,2,1,0,0,40,1.0
27,7.0,285432,12,12,2,8.0,2,2,1,0,0,40,1.0
46,3.0,111558,10,10,3,7.0,3,1,0,0,0,40,1.0
26,1.0,174592,14,14,2,3.0,3,1,0,0,0,40,1.0
41,3.0,98823,13,13,1,1.0,1,1,1,0,0,50,1.0
26,1.0,158734,14,14,2,3.0,2,1,0,0,0,30,1.0
46,1.0,292504,10,10,6,5.0,4,1,0,0,0,40,1.0
59,1.0,100313,9,9,1,3.0,1,1,1,0,1887,40,1.0
19,5.0,37085,10,10,2,10.0,3,1,0,0,0,30,1.0
53,3.0,200190,14,14,1,1.0,1,1,1,0,1977,55,1.0
18,1.0,184693,10,10,2,6.0,3,1,0,0,0,20,2.0
62,1.0,159474,9,9,1,7.0,1,1,1,0,0,50,1.0
50,4.0,34637,5,5,1,1.0,1,1,1,0,2002,40,1.0
27,1.0,171655,9,9,2,4.0,2,1,0,0,0,42,1.0
51,1.0,44000,14,14,1,1.0,5,1,0,99999,0,50,1.0
32,1.0,189838,9,9,2,5.0,2,1,0,0,0,50,1.0
71,5.0,108390,10,10,1,10.0,1,1,1,3432,0,20,1.0
45,3.0,182100,13,13,1,5.0,1,1,1,0,0,40,1.0
38,1.0,27997,11,11,3,2.0,2,1,1,0,0,40,1.0
40,1.0,71305,9,9,1,6.0,1,2,1,0,0,40,1.0
64,5.0,169917,4,4,5,10.0,2,1,0,0,0,4,1.0
29,1.0,210498,9,9,1,2.0,1,1,1,0,0,40,1.0
44,1.0,144067,13,13,3,4.0,2,1,1,0,0,12,3.0
27,1.0,371103,13,13,2,4.0,2,2,0,0,0,40,1.0
54,,108233,12,12,4,,2,2,0,0,0,20,1.0
70,1.0,176285,9,9,3,6.0,2,1,0,0,0,23,1.0
31,1.0,332379,4,4,2,2.0,2,1,1,0,0,40,1.0
30,1.0,154950,10,10,1,3.0,1,1,1,15024,0,60,1.0
23,1.0,236804,13,13,2,3.0,2,1,1,0,0,30,1.0
42,1.0,138872,9,9,1,8.0,1,1,1,0,0,99,1.0
46,1.0,316271,3,3,1,2.0,1,1,1,0,0,55,1.0
20,1.0,304710,10,10,2,5.0,3,3,0,0,0,20,1.0
39,1.0,134367,14,14,1,1.0,5,1,0,0,1977,24,1.0
24,1.0,313956,13,13,1,1.0,1,1,1,0,0,40,1.0
46,1.0,119939,7,7,1,2.0,1,1,1,0,0,40,1.0
47,3.0,178309,10,10,3,1.0,2,1,0,0,0,40,1.0
21,1.0,300812,10,10,2,6.0,3,1,1,0,0,25,1.0
37,2.0,29814,9,9,2,11.0,4,1,1,0,0,50,1.0
44,1.0,163215,8,8,3,7.0,4,1,0,0,0,40,1.0
25,2.0,121285,13,13,2,5.0,2,1,0,0,0,40,1.0
61,7.0,512864,10,10,1,8.0,1,2,1,0,0,40,1.0
51,1.0,91506,9,9,1,8.0,1,1,1,7688,0,40,1.0
46,1.0,305160,2,2,1,9.0,1,1,1,0,0,40,2.0
31,1.0,45781,14,14,2,1.0,2,1,0,14084,0,50,1.0
49,3.0,159641,13,13,3,3.0,4,1,0,0,625,40,1.0
32,1.0,194740,13,13,1,5.0,1,1,1,0,1902,40,1.0
27,1.0,31659,10,10,1,2.0,1,1,1,0,0,45,1.0
30,2.0,45427,11,11,3,2.0,2,1,1,0,0,49,1.0
36,1.0,155537,9,9,1,2.0,1,1,1,0,0,40,1.0
20,1.0,319758,10,10,2,9.0,2,1,0,0,0,40,1.0
34,3.0,188682,13,13,6,1.0,2,1,0,0,0,40,1.0
47,1.0,21906,14,14,2,1.0,2,1,0,0,0,25,1.0
43,4.0,99185,13,13,3,1.0,2,1,0,0,0,40,1.0
39,1.0,114079,12,12,2,2.0,2,1,1,0,0,40,1.0
64,5.0,286732,4,4,5,10.0,2,1,0,0,0,40,1.0
27,1.0,133929,13,13,2,1.0,4,1,0,0,0,36,3.0
63,1.0,246841,9,9,1,9.0,1,1,1,0,0,40,1.0
66,1.0,117162,6,6,5,7.0,2,1,0,0,0,32,1.0
17,1.0,28031,5,5,2,6.0,3,1,1,0,0,16,1.0
29,2.0,212895,10,10,3,7.0,2,1,1,0,0,48,1.0
52,1.0,196894,7,7,4,9.0,4,1,1,0,0,40,1.0
37,1.0,60722,10,10,3,3.0,2,3,0,0,0,40,17.0
57,7.0,192258,10,10,3,4.0,3,1,1,0,0,40,1.0
39,4.0,142897,11,11,2,3.0,4,1,0,0,0,50,1.0
25,1.0,206600,8,8,1,7.0,1,1,1,0,0,40,8.0
39,6.0,233117,15,15,1,1.0,1,1,1,0,0,40,1.0
46,7.0,119890,11,11,4,12.0,2,5,0,0,0,30,1.0
28,1.0,183639,9,9,2,9.0,4,1,1,0,0,40,1.0
57,1.0,112840,10,10,1,5.0,1,1,1,0,0,50,1.0
52,1.0,284329,11,11,1,1.0,1,1,1,15024,0,40,1.0
24,1.0,229773,13,13,2,3.0,2,1,1,0,0,40,1.0
47,1.0,110243,7,7,1,6.0,1,1,1,0,0,40,1.0
25,1.0,69847,13,13,2,4.0,3,3,0,0,0,40,1.0
36,1.0,104858,10,10,1,11.0,1,1,1,0,0,56,1.0
70,5.0,172652,14,14,1,10.0,1,1,1,0,0,8,1.0
19,1.0,304643,10,10,2,5.0,3,1,1,0,0,20,1.0
37,1.0,208358,10,10,1,2.0,1,1,1,0,0,40,1.0
47,2.0,132589,10,10,1,11.0,1,1,1,0,0,72,1.0
43,2.0,225165,7,7,1,2.0,1,1,1,0,0,55,1.0
32,1.0,167990,14,14,2,3.0,2,1,1,14084,0,40,1.0
27,1.0,101709,9,9,2,5.0,3,3,1,0,0,40,1.0
38,1.0,103456,13,13,4,1.0,4,1,1,0,0,40,1.0
26,2.0,231714,9,9,1,2.0,1,1,1,0,0,40,1.0
47,3.0,171095,12,12,1,4.0,5,1,0,0,0,35,1.0
41,1.0,76625,9,9,1,2.0,1,1,1,0,0,40,1.0
20,4.0,223515,12,12,2,6.0,3,1,1,0,1719,20,1.0
39,1.0,297449,13,13,1,1.0,1,1,1,0,0,40,1.0
43,4.0,185619,14,14,1,1.0,1,4,1,0,0,35,1.0
45,1.0,176341,9,9,3,6.0,4,1,0,0,0,32,1.0
80,2.0,201092,9,9,1,6.0,1,1,1,0,0,30,1.0
36,2.0,110622,13,13,3,5.0,4,3,0,0,0,8,13.0
25,4.0,104097,14,14,2,3.0,2,1,1,0,0,40,1.0
59,1.0,291529,6,6,5,7.0,2,1,1,0,0,52,1.0
41,1.0,287306,9,9,1,1.0,1,1,1,0,1902,40,1.0
23,3.0,238384,9,9,2,4.0,3,1,0,0,0,40,1.0
41,,38434,14,14,1,,5,1,0,7688,0,10,1.0
56,1.0,104842,13,13,3,1.0,4,2,0,0,0,50,22.0
38,1.0,290306,9,9,1,2.0,1,1,1,0,0,40,1.0
32,1.0,209317,9,9,4,3.0,2,1,1,0,0,40,3.0
35,1.0,219902,9,9,4,8.0,4,2,0,0,0,48,1.0
56,2.0,174564,14,14,1,1.0,1,1,1,0,0,60,1.0
62,3.0,114045,9,9,3,6.0,2,1,0,0,0,35,1.0
39,1.0,201410,9,9,1,9.0,1,1,1,0,0,40,1.0
47,1.0,117849,9,9,1,9.0,1,1,1,0,0,40,1.0
45,1.0,205644,9,9,4,12.0,2,1,0,0,0,26,1.0
27,1.0,144133,13,13,1,3.0,6,1,1,0,0,50,1.0
53,2.0,317313,9,9,1,2.0,1,1,1,0,0,48,1.0
31,1.0,209538,10,10,1,4.0,1,1,1,0,0,55,1.0
58,1.0,128162,9,9,3,5.0,2,1,0,0,0,24,1.0
40,1.0,393962,11,11,2,1.0,2,1,0,0,0,50,1.0
25,1.0,161007,9,9,2,7.0,3,1,1,0,0,40,1.0
28,1.0,133625,9,9,1,8.0,1,2,1,0,0,40,1.0
18,1.0,194561,10,10,2,6.0,3,1,1,0,0,37,1.0
28,1.0,53063,13,13,1,3.0,1,1,1,0,0,45,1.0
50,6.0,177487,9,9,1,5.0,5,1,0,0,0,30,1.0
19,1.0,176806,5,5,1,8.0,1,1,1,0,0,40,1.0
53,1.0,274276,9,9,3,4.0,2,1,0,0,0,40,1.0
31,1.0,339738,9,9,1,8.0,6,2,1,0,0,40,1.0
36,1.0,308945,9,9,1,7.0,1,1,1,0,0,40,1.0
48,1.0,158924,9,9,1,4.0,5,1,0,0,0,40,1.0
35,1.0,148903,9,9,1,6.0,5,1,0,0,0,16,1.0
22,1.0,32616,10,10,2,4.0,3,1,0,0,0,30,1.0
64,1.0,114994,9,9,1,6.0,1,1,1,0,0,20,1.0
28,1.0,213842,13,13,2,12.0,3,1,1,0,0,40,1.0
37,2.0,284616,10,10,2,5.0,3,1,1,0,0,48,1.0
37,2.0,327164,10,10,1,2.0,1,1,1,0,0,70,3.0
54,2.0,108933,9,9,1,2.0,1,1,1,0,0,35,1.0
36,1.0,128516,9,9,3,6.0,2,1,0,0,0,20,1.0
59,1.0,214865,9,9,5,3.0,4,1,0,0,0,50,1.0
26,4.0,130302,13,13,1,2.0,1,1,1,0,0,40,1.0
18,1.0,154089,7,7,2,9.0,3,1,1,0,0,20,1.0
31,1.0,300687,9,9,2,6.0,2,2,1,0,0,40,1.0
63,1.0,187635,9,9,2,3.0,2,1,1,0,0,40,1.0
35,1.0,340018,6,6,2,6.0,4,2,0,0,0,38,1.0
24,1.0,165474,9,9,1,6.0,1,1,1,0,0,39,1.0
19,1.0,144161,9,9,2,8.0,3,1,1,0,0,30,1.0
19,1.0,138760,9,9,2,7.0,3,1,1,0,0,40,1.0
41,1.0,327723,9,9,3,3.0,2,1,1,0,0,40,1.0
44,1.0,33155,16,16,2,1.0,2,1,1,0,0,45,1.0
65,1.0,109351,5,5,5,14.0,4,2,0,0,0,24,1.0
36,3.0,137314,10,10,1,13.0,1,1,1,0,0,60,1.0
17,3.0,340043,8,8,2,4.0,3,1,0,0,0,12,1.0
20,1.0,84726,10,10,2,12.0,2,1,0,0,0,40,1.0
42,2.0,114580,14,14,3,3.0,4,1,0,0,0,70,1.0
34,1.0,96245,9,9,3,11.0,2,1,1,0,0,40,1.0
53,1.0,30290,9,9,2,5.0,2,1,0,0,0,40,1.0
22,1.0,173736,9,9,2,2.0,2,1,1,0,0,50,1.0
37,1.0,93717,10,10,1,4.0,5,1,0,7298,0,45,1.0
54,1.0,87205,9,9,5,6.0,2,1,0,0,0,15,1.0
34,1.0,321787,10,10,2,4.0,3,1,1,0,0,40,1.0
63,1.0,223637,9,9,2,6.0,2,2,0,0,0,50,1.0
36,1.0,189674,10,10,4,6.0,6,2,0,0,0,40,1.0
64,2.0,198466,9,9,5,5.0,2,1,0,0,0,70,1.0
51,1.0,122159,10,10,5,1.0,2,1,0,3325,0,40,1.0
85,1.0,98611,13,13,1,3.0,1,1,1,0,0,3,19.0
52,1.0,23780,11,11,1,3.0,1,1,1,0,1977,45,1.0
44,1.0,96170,4,4,1,8.0,1,1,1,0,0,20,1.0
40,3.0,370502,10,10,1,9.0,1,1,1,0,0,40,2.0
28,1.0,129460,11,11,1,9.0,5,1,0,0,0,30,29.0
25,5.0,161235,11,11,2,10.0,3,1,1,0,0,90,1.0
35,2.0,350247,15,15,1,1.0,1,1,1,0,0,50,1.0
53,1.0,135840,13,13,1,1.0,1,1,1,0,0,55,1.0
40,1.0,272240,9,9,3,7.0,2,1,0,0,0,40,1.0
23,1.0,415755,7,7,2,9.0,3,1,1,0,0,30,1.0
57,1.0,317847,14,14,3,3.0,2,1,1,0,2824,50,1.0
45,1.0,297884,13,13,3,3.0,2,1,1,0,0,40,1.0
27,3.0,67187,9,9,3,4.0,2,4,0,0,0,33,1.0
44,1.0,128485,11,11,1,2.0,1,2,1,0,0,40,1.0
32,1.0,192039,11,11,1,1.0,5,1,0,0,0,40,1.0
51,2.0,168539,9,9,1,11.0,1,1,1,0,0,84,1.0
35,1.0,148906,10,10,3,1.0,2,1,0,0,0,40,1.0
29,1.0,119004,9,9,1,4.0,5,1,0,0,2179,40,1.0
23,1.0,184813,10,10,1,6.0,1,1,1,0,0,20,1.0
46,6.0,283004,11,11,3,3.0,4,3,0,0,0,63,33.0
23,1.0,122272,13,13,2,4.0,3,1,0,0,0,30,1.0
30,1.0,196385,10,10,1,2.0,1,1,1,0,0,45,1.0
41,1.0,109912,9,9,1,5.0,5,1,0,15024,0,50,11.0
39,1.0,80004,9,9,1,9.0,1,1,1,0,0,40,1.0
31,1.0,247328,5,5,1,7.0,1,1,1,3137,0,40,2.0
18,1.0,162840,8,8,2,5.0,3,1,0,0,0,20,1.0
54,1.0,139127,9,9,3,6.0,2,1,0,0,0,40,1.0
24,1.0,103064,9,9,2,5.0,3,1,0,0,0,55,1.0
39,1.0,231491,9,9,2,9.0,6,1,1,0,0,40,1.0
27,5.0,280699,10,10,2,10.0,4,1,0,0,0,40,1.0
25,1.0,180778,9,9,2,2.0,2,1,1,0,0,75,1.0
28,1.0,336951,9,9,1,3.0,1,1,1,0,0,50,1.0
33,4.0,220066,16,16,1,1.0,5,1,0,0,0,48,1.0
53,3.0,216931,4,4,1,8.0,1,1,1,0,0,38,1.0
41,7.0,133060,12,12,1,1.0,1,1,1,0,0,40,1.0
27,1.0,335015,10,10,1,12.0,1,1,1,0,0,65,1.0
41,2.0,34037,9,9,1,11.0,1,1,1,0,0,99,1.0
44,1.0,216116,9,9,3,4.0,4,2,0,0,0,40,14.0
58,1.0,227800,2,2,4,11.0,2,2,1,0,0,50,1.0
47,1.0,155509,9,9,4,6.0,6,2,0,0,0,35,1.0
47,1.0,152572,9,9,2,6.0,4,1,0,0,0,40,6.0
32,1.0,462255,13,13,3,3.0,2,1,0,0,0,40,1.0
63,,109446,9,9,1,,1,1,1,0,0,40,1.0
34,4.0,103642,9,9,1,6.0,1,1,1,0,1651,40,1.0
33,1.0,147700,9,9,1,2.0,1,5,1,0,0,40,1.0
44,3.0,165304,10,10,1,3.0,1,1,1,0,1485,40,1.0
54,1.0,188186,9,9,2,6.0,6,1,0,0,0,20,41.0
52,1.0,191529,13,13,3,11.0,2,1,1,0,0,40,1.0
37,1.0,125550,9,9,2,12.0,2,1,0,14084,0,35,1.0
20,1.0,217421,9,9,1,4.0,6,1,0,0,0,40,1.0
39,1.0,78171,10,10,6,4.0,4,4,0,0,0,40,1.0
41,2.0,197176,9,9,1,3.0,1,1,1,0,0,50,1.0
24,1.0,213427,9,9,2,4.0,2,1,1,0,0,40,1.0
29,1.0,229803,9,9,6,8.0,2,2,1,0,0,49,22.0
64,1.0,130727,9,9,5,4.0,2,1,0,2174,0,37,1.0
45,1.0,140664,12,12,3,8.0,2,1,1,0,0,55,1.0
47,1.0,121622,13,13,1,1.0,5,1,0,0,0,40,1.0
58,1.0,160101,9,9,3,4.0,2,1,1,0,0,55,1.0
29,1.0,410216,9,9,1,5.0,1,1,1,0,0,40,1.0
75,1.0,95985,3,3,5,6.0,4,2,1,0,0,10,1.0
45,1.0,161954,13,13,2,1.0,2,1,0,0,0,40,5.0
25,7.0,178025,10,10,2,3.0,3,1,1,0,0,9,1.0
42,2.0,43909,14,14,3,1.0,2,1,0,0,0,32,1.0
40,1.0,205195,12,12,1,5.0,1,1,1,0,0,60,1.0
29,1.0,90934,13,13,2,1.0,3,3,1,0,0,64,4.0
26,1.0,195693,9,9,2,4.0,4,2,0,0,0,40,14.0
23,1.0,386337,9,9,1,9.0,1,2,1,0,0,40,3.0
29,1.0,370494,9,9,2,6.0,4,1,0,0,0,40,2.0
61,4.0,140851,13,13,1,1.0,1,1,1,0,0,40,1.0
29,1.0,147889,12,12,1,12.0,5,1,0,0,0,40,1.0
54,7.0,57679,9,9,2,4.0,4,2,1,0,0,40,1.0
28,1.0,176683,12,12,2,1.0,3,1,1,0,0,40,30.0
58,1.0,104476,10,10,4,4.0,2,1,0,0,1092,40,1.0
43,1.0,211860,9,9,2,6.0,4,2,0,0,0,24,1.0
22,1.0,81145,9,9,2,6.0,2,1,0,0,0,25,1.0
51,1.0,230095,6,6,5,6.0,2,1,0,0,0,40,1.0
27,5.0,174163,10,10,1,10.0,5,1,0,0,0,40,1.0
37,1.0,192939,13,13,1,2.0,1,1,1,0,0,40,1.0
19,5.0,63574,10,10,2,10.0,3,1,1,0,0,50,1.0
58,1.0,29928,10,10,1,5.0,5,1,0,0,0,36,1.0
22,1.0,311311,10,10,2,6.0,2,1,1,0,0,60,1.0
37,1.0,126708,9,9,1,4.0,5,1,0,0,0,60,1.0
44,1.0,175641,7,7,1,5.0,1,1,1,0,0,40,1.0
31,1.0,238002,13,13,1,8.0,1,1,1,0,0,55,2.0
53,4.0,156877,9,9,1,4.0,1,1,1,15024,0,35,1.0
43,1.0,290660,12,12,1,1.0,1,1,1,0,0,30,1.0
55,2.0,59469,5,5,1,11.0,1,1,1,0,0,25,1.0
44,4.0,55395,9,9,2,2.0,2,1,1,0,0,40,1.0
37,1.0,69481,9,9,3,7.0,2,1,1,0,0,40,1.0
17,1.0,295488,7,7,2,6.0,3,2,0,0,0,25,1.0
41,1.0,121201,9,9,1,8.0,1,1,1,0,0,40,1.0
29,1.0,46987,9,9,2,4.0,2,1,0,0,0,55,1.0
33,1.0,86143,10,10,2,3.0,3,3,1,0,0,40,4.0
45,3.0,164427,13,13,3,1.0,4,1,0,0,0,40,1.0
19,1.0,123718,10,10,2,5.0,3,1,0,0,0,20,1.0
50,3.0,196307,10,10,1,2.0,1,1,1,7688,0,40,1.0
23,1.0,368739,13,13,2,4.0,2,1,0,0,0,40,1.0
28,3.0,197932,10,10,2,4.0,3,1,0,0,0,16,1.0
44,1.0,183542,13,13,5,1.0,4,1,0,0,0,32,1.0
31,4.0,203572,9,9,3,4.0,4,1,0,0,0,30,1.0
25,1.0,53903,10,10,1,2.0,1,1,1,0,0,40,1.0
53,3.0,216691,16,16,3,1.0,2,1,0,10520,0,40,1.0
25,1.0,227548,8,8,1,6.0,1,2,1,3103,0,40,1.0
38,1.0,407068,3,3,1,6.0,1,1,1,0,0,75,2.0
24,1.0,326931,5,5,2,8.0,4,5,1,0,0,40,8.0
39,2.0,142573,10,10,2,2.0,2,1,1,0,0,25,1.0
39,1.0,89419,11,11,3,6.0,2,4,0,0,0,40,21.0
20,5.0,169184,10,10,2,10.0,6,2,0,0,0,40,1.0
24,1.0,239663,10,10,1,4.0,1,1,1,0,0,15,1.0
45,1.0,183168,13,13,3,3.0,4,1,0,0,0,40,1.0
37,1.0,191137,12,12,3,1.0,4,1,1,0,0,25,1.0
46,2.0,95256,9,9,3,8.0,2,1,1,0,0,50,1.0
22,1.0,151105,10,10,2,5.0,6,1,0,0,0,18,1.0
25,1.0,179255,10,10,2,4.0,3,1,0,0,0,25,1.0
47,1.0,186157,9,9,1,9.0,1,1,1,0,0,40,1.0
47,1.0,172155,10,10,1,3.0,1,1,1,0,0,37,29.0
32,1.0,291147,10,10,1,5.0,1,1,1,0,0,50,1.0
38,4.0,143059,13,13,2,3.0,2,1,0,0,0,45,1.0
56,1.0,131608,9,9,1,7.0,1,1,1,0,0,40,31.0
22,6.0,120753,13,13,2,5.0,3,1,1,0,0,50,1.0
21,1.0,200089,2,2,1,6.0,6,1,1,0,0,40,11.0
62,7.0,258124,14,14,1,4.0,1,1,1,0,0,40,15.0
33,2.0,48214,14,14,1,1.0,5,1,0,0,0,8,1.0
23,1.0,205865,9,9,1,7.0,1,1,1,0,2179,60,1.0
48,1.0,443377,14,14,2,1.0,2,1,1,0,0,60,1.0
23,7.0,314525,13,13,2,1.0,2,1,1,0,0,40,1.0
40,1.0,289748,13,13,2,3.0,2,1,0,4650,0,48,1.0
33,1.0,173248,9,9,1,6.0,1,2,1,0,0,35,1.0
28,3.0,146949,9,9,1,9.0,1,1,1,0,0,40,1.0
51,1.0,154342,14,14,1,1.0,1,1,1,7688,0,45,1.0
37,1.0,104359,10,10,1,9.0,1,1,1,0,0,40,1.0
20,1.0,72055,10,10,2,4.0,2,1,0,0,0,40,1.0
59,1.0,148844,9,9,3,7.0,2,1,0,0,0,40,1.0
30,4.0,107142,13,13,1,1.0,1,1,1,0,0,37,1.0
60,1.0,52900,4,4,1,8.0,1,1,1,0,0,40,1.0
24,1.0,291407,9,9,1,8.0,1,2,1,0,0,40,1.0
49,1.0,191821,10,10,3,4.0,4,1,0,0,0,32,1.0
40,1.0,214242,9,9,1,7.0,1,1,1,0,0,50,1.0
36,1.0,246449,10,10,1,3.0,1,1,1,0,0,60,1.0
33,1.0,129529,9,9,3,7.0,2,1,1,0,0,40,1.0
18,1.0,131825,7,7,2,7.0,3,1,1,0,0,21,1.0
23,1.0,114939,10,10,2,6.0,3,1,0,0,0,30,1.0
42,1.0,269028,16,16,1,1.0,1,1,1,0,0,40,30.0
39,1.0,30673,10,10,3,9.0,2,1,1,0,0,50,1.0
28,1.0,478315,13,13,2,1.0,3,2,0,0,0,40,1.0
30,1.0,168906,10,10,2,4.0,4,1,0,0,0,44,1.0
34,1.0,134737,11,11,1,7.0,1,1,1,0,0,40,1.0
41,2.0,197176,13,13,1,11.0,1,1,1,0,0,75,1.0
23,1.0,580248,9,9,2,12.0,2,1,0,0,0,40,1.0
41,1.0,97632,10,10,3,5.0,2,3,0,0,0,32,1.0
42,1.0,143046,13,13,2,1.0,2,1,0,0,1564,38,1.0
50,2.0,61735,10,10,1,6.0,1,1,1,0,0,25,1.0
36,5.0,229533,9,9,1,10.0,1,1,1,0,0,40,1.0
66,1.0,169804,13,13,1,5.0,1,1,1,20051,0,40,1.0
41,1.0,33331,9,9,1,2.0,1,1,1,0,0,45,1.0
21,1.0,224632,13,13,2,4.0,3,2,0,0,0,38,1.0
63,3.0,168656,13,13,3,2.0,2,2,1,0,0,35,36.0
31,1.0,197689,9,9,2,6.0,2,2,0,0,0,38,1.0
47,3.0,148576,15,15,1,1.0,1,1,1,0,0,35,1.0
22,1.0,136824,7,7,2,4.0,2,1,1,0,0,40,1.0
45,3.0,238386,10,10,1,13.0,1,1,1,0,0,40,1.0
20,5.0,220115,9,9,2,10.0,3,1,1,0,0,12,1.0
22,1.0,191878,9,9,2,6.0,2,2,0,0,0,35,1.0
34,3.0,80411,10,10,1,13.0,1,1,1,0,0,40,1.0
51,1.0,98719,9,9,3,9.0,4,1,1,0,0,40,1.0
54,1.0,186224,9,9,1,2.0,1,1,1,0,0,40,1.0
21,1.0,163870,10,10,2,5.0,3,1,1,0,0,40,
51,1.0,200576,13,13,3,4.0,2,1,0,0,0,40,1.0
36,1.0,24106,9,9,1,2.0,1,1,1,3103,0,40,1.0
36,1.0,185366,10,10,3,5.0,2,1,1,0,0,40,1.0
21,1.0,243368,1,1,2,11.0,2,1,1,0,0,50,2.0
23,3.0,190709,12,12,2,13.0,2,1,1,0,0,52,1.0
18,1.0,180725,7,7,2,6.0,3,1,1,0,0,16,1.0
25,1.0,187577,9,9,1,2.0,1,1,1,0,0,40,1.0
22,1.0,48347,10,10,2,12.0,3,1,1,0,0,40,1.0
21,,33087,10,10,2,,3,1,1,0,0,50,1.0
21,1.0,225724,10,10,2,4.0,3,1,0,0,0,20,1.0
20,1.0,174714,10,10,2,1.0,3,1,1,0,0,15,1.0
47,1.0,216096,10,10,6,3.0,4,1,0,0,0,35,6.0
37,1.0,125167,10,10,1,3.0,1,1,1,0,0,60,1.0
42,1.0,186916,14,14,1,3.0,1,1,1,0,2415,55,1.0
45,1.0,88781,13,13,1,2.0,1,1,1,0,0,40,5.0
17,1.0,207637,7,7,2,9.0,3,1,1,0,0,10,1.0
24,1.0,111368,10,10,2,4.0,3,1,0,0,0,40,1.0
47,1.0,34458,9,9,1,11.0,1,1,1,0,0,40,1.0
42,1.0,66118,10,10,3,7.0,2,1,0,0,0,40,1.0
26,1.0,226288,13,13,2,4.0,2,1,1,0,0,40,1.0
35,2.0,462890,6,6,1,8.0,1,2,1,0,0,50,1.0
42,1.0,154076,9,9,1,1.0,1,1,1,7688,0,50,1.0
21,1.0,148444,10,10,2,5.0,3,1,0,0,0,25,1.0
